"x0","y0","color","pen down?","x1","y1","color","pen down?"
"270","0.351806640625","55","true","270","0","5","true"
"271","0.341064453125","55","true","271","0","5","true"
"272","0.34765625","55","true","272","0","5","true"
"273","0.35400390625","55","true","273","0","5","true"
"274","0.352294921875","55","true","274","0","5","true"
"275","0.3623046875","55","true","275","0","5","true"
"276","0.3515625","55","true","276","0","5","true"
"277","0.3603515625","55","true","277","0","5","true"
"278","0.35302734375","55","true","278","0","5","true"
"279","0.356689453125","55","true","279","0","5","true"
"280","0.3583984375","55","true","280","0","5","true"
"281","0.357666015625","55","true","281","0","5","true"
"282","0.36376953125","55","true","282","0","5","true"
"283","0.3642578125","55","true","283","0","5","true"
"284","0.371826171875","55","true","284","0","5","true"
"285","0.37158203125","55","true","285","0","5","true"
"286","0.380859375","55","true","286","0","5","true"
"287","0.38134765625","55","true","287","0","5","true"
"288","0.36767578125","55","true","288","0","5","true"
"289","0.3603515625","55","true","289","0","5","true"
"290","0.370849609375","55","true","290","0","5","true"
"291","0.37255859375","55","true","291","0","5","true"
"292","0.38134765625","55","true","292","0","5","true"
"293","0.390380859375","55","true","293","0","5","true"
"294","0.39501953125","55","true","294","0","5","true"
"295","0.40283203125","55","true","295","0","5","true"
"296","0.399658203125","55","true","296","0","5","true"
"297","0.388916015625","55","true","297","0","5","true"
"298","0.391357421875","55","true","298","0","5","true"
"299","0.387939453125","55","true","299","0","5","true"
"300","0.38330078125","55","true","300","0","5","true"
"301","0.39208984375","55","true","301","0","5","true"
"302","0.39208984375","55","true","302","0","5","true"
"303","0.389892578125","55","true","303","0","5","true"
"304","0.396484375","55","true","304","0","5","true"
"305","0.392578125","55","true","305","0","5","true"
"306","0.39306640625","55","true","306","0","5","true"
"307","0.40380859375","55","true","307","0","5","true"
"308","0.400146484375","55","true","308","0","5","true"
"309","0.38916015625","55","true","309","0","5","true"
"310","0.383544921875","55","true","310","0","5","true"
"311","0.385009765625","55","true","311","0","5","true"
"312","0.396484375","55","true","312","0","5","true"
"313","0.388916015625","55","true","313","0","5","true"
"314","0.3857421875","55","true","314","0","5","true"
"315","0.377197265625","55","true","315","0","5","true"
"316","0.3818359375","55","true","316","0","5","true"
"317","0.38037109375","55","true","317","0","5","true"
"318","0.374755859375","55","true","318","0","5","true"
"319","0.362548828125","55","true","319","0","5","true"
"320","0.3701171875","55","true","320","0","5","true"
"321","0.35498046875","55","true","321","0","5","true"
"322","0.347900390625","55","true","322","0","5","true"
"323","0.351318359375","55","true","323","0","5","true"
"324","0.3447265625","55","true","324","0","5","true"
"325","0.349853515625","55","true","325","0","5","true"
"326","0.354736328125","55","true","326","0","5","true"
"327","0.36181640625","55","true","327","0","5","true"
"328","0.359130859375","55","true","328","0","5","true"
"329","0.361083984375","55","true","329","0","5","true"
"330","0.353515625","55","true","330","0","5","true"
"331","0.349609375","55","true","331","0","5","true"
"332","0.36279296875","55","true","332","0","5","true"
"333","0.3583984375","55","true","333","0","5","true"
"334","0.3623046875","55","true","334","0","5","true"
"335","0.3505859375","55","true","335","0","5","true"
"336","0.34765625","55","true","336","0","5","true"
"337","0.342529296875","55","true","337","0","5","true"
"338","0.341796875","55","true","338","0","5","true"
"339","0.33642578125","55","true","339","0","5","true"
"340","0.32177734375","55","true","340","0","5","true"
"341","0.329833984375","55","true","341","0","5","true"
"342","0.3310546875","55","true","342","0","5","true"
"343","0.3251953125","55","true","343","0","5","true"
"344","0.318115234375","55","true","344","0","5","true"
"345","0.31787109375","55","true","345","0","5","true"
"346","0.326171875","55","true","346","0","5","true"
"347","0.32373046875","55","true","347","0","5","true"
"348","0.326904296875","55","true","348","0","5","true"
"349","0.325927734375","55","true","349","0","5","true"
"350","0.331787109375","55","true","350","0","5","true"
"351","0.328857421875","55","true","351","0","5","true"
"352","0.32177734375","55","true","352","0","5","true"
"353","0.31982421875","55","true","353","0","5","true"
"354","0.31298828125","55","true","354","0","5","true"
"355","0.319091796875","55","true","355","0","5","true"
"356","0.3203125","55","true","356","0","5","true"
"357","0.322265625","55","true","357","0","5","true"
"358","0.32373046875","55","true","358","0","5","true"
"359","0.323486328125","55","true","359","0","5","true"
"360","0.32373046875","55","true","360","0","5","true"
"361","0.318603515625","55","true","361","0","5","true"
"362","0.32373046875","55","true","362","0","5","true"
"363","0.326416015625","55","true","363","0","5","true"
"364","0.321044921875","55","true","364","0","5","true"
"365","0.328369140625","55","true","365","0","5","true"
"366","0.324462890625","55","true","366","0","5","true"
"367","0.321533203125","55","true","367","0","5","true"
"368","0.327880859375","55","true","368","0","5","true"
"369","0.33056640625","55","true","369","0","5","true"
"370","0.338134765625","55","true","370","0","5","true"
"371","0.33056640625","55","true","371","0","5","true"
"372","0.325927734375","55","true","372","0","5","true"
"373","0.326904296875","55","true","373","0","5","true"
"374","0.329345703125","55","true","374","0","5","true"
"375","0.327392578125","55","true","375","0","5","true"
"376","0.322998046875","55","true","376","0","5","true"
"377","0.32373046875","55","true","377","0","5","true"
"378","0.327880859375","55","true","378","0","5","true"
"379","0.342529296875","55","true","379","0","5","true"
"380","0.350830078125","55","true","380","0","5","true"
"381","0.3359375","55","true","381","0","5","true"
"382","0.3408203125","55","true","382","0","5","true"
"383","0.338623046875","55","true","383","0","5","true"
"384","0.328857421875","55","true","384","0","5","true"
"385","0.336181640625","55","true","385","0","5","true"
"386","0.344970703125","55","true","386","0","5","true"
"387","0.359375","55","true","387","0","5","true"
"388","0.357177734375","55","true","388","0","5","true"
"389","0.364501953125","55","true","389","0","5","true"
"390","0.365478515625","55","true","390","0","5","true"
"391","0.36474609375","55","true","391","0","5","true"
"392","0.36376953125","55","true","392","0","5","true"
"393","0.3623046875","55","true","393","0","5","true"
"394","0.35107421875","55","true","394","0","5","true"
"395","0.341064453125","55","true","395","0","5","true"
"396","0.334716796875","55","true","396","0","5","true"
"397","0.326171875","55","true","397","0","5","true"
"398","0.32275390625","55","true","398","0","5","true"
"399","0.33154296875","55","true","399","0","5","true"
"400","0.329833984375","55","true","400","0","5","true"
"401","0.34130859375","55","true","401","0","5","true"
"402","0.338623046875","55","true","402","0","5","true"
"403","0.340576171875","55","true","403","0","5","true"
"404","0.348876953125","55","true","404","0","5","true"
"405","0.346435546875","55","true","405","0","5","true"
"406","0.347412109375","55","true","406","0","5","true"
"407","0.361083984375","55","true","407","0","5","true"
"408","0.364501953125","55","true","408","0","5","true"
"409","0.37841796875","55","true","409","0","5","true"
"410","0.374267578125","55","true","410","0","5","true"
"411","0.3759765625","55","true","411","0","5","true"
"412","0.38720703125","55","true","412","0","5","true"
"413","0.387939453125","55","true","413","0","5","true"
"414","0.40087890625","55","true","414","0","5","true"
"415","0.40673828125","55","true","415","0","5","true"
"416","0.4111328125","55","true","416","0","5","true"
"417","0.41552734375","55","true","417","0","5","true"
"418","0.408447265625","55","true","418","0","5","true"
"419","0.3994140625","55","true","419","0","5","true"
"420","0.3994140625","55","true","420","0","5","true"
"421","0.39697265625","55","true","421","0","5","true"
"422","0.402587890625","55","true","422","0","5","true"
"423","0.401611328125","55","true","423","0","5","true"
"424","0.401611328125","55","true","424","0","5","true"
"425","0.398193359375","55","true","425","0","5","true"
"426","0.401611328125","55","true","426","0","5","true"
"427","0.40087890625","55","true","427","0","5","true"
"428","0.3935546875","55","true","428","0","5","true"
"429","0.389404296875","55","true","429","0","5","true"
"430","0.384033203125","55","true","430","0","5","true"
"431","0.38525390625","55","true","431","0","5","true"
"432","0.381591796875","55","true","432","0","5","true"
"433","0.376708984375","55","true","433","0","5","true"
"434","0.376953125","55","true","434","0","5","true"
"435","0.371826171875","55","true","435","0","5","true"
"436","0.36669921875","55","true","436","0","5","true"
"437","0.357421875","55","true","437","0","5","true"
"438","0.359375","55","true","438","0","5","true"
"439","0.360107421875","55","true","439","0","5","true"
"440","0.36474609375","55","true","440","0","5","true"
"441","0.36572265625","55","true","441","0","5","true"
"442","0.363525390625","55","true","442","0","5","true"
"443","0.363525390625","55","true","443","0","5","true"
"444","0.365234375","55","true","444","0","5","true"
"445","0.359619140625","55","true","445","0","5","true"
"446","0.353759765625","55","true","446","0","5","true"
"447","0.35107421875","55","true","447","0","5","true"
"448","0.347412109375","55","true","448","0","5","true"
"449","0.351806640625","55","true","449","0","5","true"
"450","0.34765625","55","true","450","0","5","true"
"451","0.350830078125","55","true","451","0","5","true"
"452","0.354248046875","55","true","452","0","5","true"
"453","0.35107421875","55","true","453","0","5","true"
"454","0.35546875","55","true","454","0","5","true"
"455","0.36083984375","55","true","455","0","5","true"
"456","0.359619140625","55","true","456","0","5","true"
"457","0.353759765625","55","true","457","0","5","true"
"458","0.345947265625","55","true","458","0","5","true"
"459","0.338623046875","55","true","459","0","5","true"
"460","0.343994140625","55","true","460","0","5","true"
"461","0.343994140625","55","true","461","0","5","true"
"462","0.340576171875","55","true","462","0","5","true"
"463","0.346923828125","55","true","463","0","5","true"
"464","0.352783203125","55","true","464","0","5","true"
"465","0.358154296875","55","true","465","0","5","true"
"466","0.363525390625","55","true","466","0","5","true"
"467","0.357421875","55","true","467","0","5","true"
"468","0.364501953125","55","true","468","0","5","true"
"469","0.375244140625","55","true","469","0","5","true"
"470","0.382080078125","55","true","470","0","5","true"
"471","0.38671875","55","true","471","0","5","true"
"472","0.389404296875","55","true","472","0","5","true"
"473","0.380859375","55","true","473","0","5","true"
"474","0.3798828125","55","true","474","0","5","true"
"475","0.38134765625","55","true","475","0","5","true"
"476","0.3857421875","55","true","476","0","5","true"
"477","0.383544921875","55","true","477","0","5","true"
"478","0.38037109375","55","true","478","0","5","true"
"479","0.370849609375","55","true","479","0","5","true"
"480","0.365966796875","55","true","480","0","5","true"
"481","0.35986328125","55","true","481","0","5","true"
"482","0.36572265625","55","true","482","0","5","true"
"483","0.354736328125","55","true","483","0","5","true"
"484","0.362060546875","55","true","484","0","5","true"
"485","0.36328125","55","true","485","0","5","true"
"486","0.3720703125","55","true","486","0","5","true"
"487","0.366455078125","55","true","487","0","5","true"
"488","0.36572265625","55","true","488","0","5","true"
"489","0.37353515625","55","true","489","0","5","true"
"490","0.378173828125","55","true","490","0","5","true"
"491","0.38427734375","55","true","491","0","5","true"
"492","0.390380859375","55","true","492","0","5","true"
"493","0.388916015625","55","true","493","0","5","true"
"494","0.386474609375","55","true","494","0","5","true"
"495","0.38671875","55","true","495","0","5","true"
"496","0.383056640625","55","true","496","0","5","true"
"497","0.393310546875","55","true","497","0","5","true"
"498","0.39697265625","55","true","498","0","5","true"
"499","0.40283203125","55","true","499","0","5","true"
"500","0.389892578125","55","true","500","0","5","true"
"501","0.387939453125","55","true","501","0","5","true"
"502","0.380859375","55","true","502","0","5","true"
"503","0.3828125","55","true","503","0","5","true"
"504","0.3818359375","55","true","504","0","5","true"
"505","0.37939453125","55","true","505","0","5","true"
"506","0.384033203125","55","true","506","0","5","true"
"507","0.386962890625","55","true","507","0","5","true"
"508","0.38720703125","55","true","508","0","5","true"
"509","0.3857421875","55","true","509","0","5","true"
"510","0.39013671875","55","true","510","0","5","true"
"511","0.38427734375","55","true","511","0","5","true"
"512","0.379638671875","55","true","512","0","5","true"
"513","0.378662109375","55","true","513","0","5","true"
"514","0.388916015625","55","true","514","0","5","true"
"515","0.392578125","55","true","515","0","5","true"
"516","0.386474609375","55","true","516","0","5","true"
"517","0.398193359375","55","true","517","0","5","true"
"518","0.4013671875","55","true","518","0","5","true"
"519","0.406494140625","55","true","519","0","5","true"
"520","0.420166015625","55","true","520","0","5","true"
"521","0.42919921875","55","true","521","0","5","true"
"522","0.434326171875","55","true","522","0","5","true"
"523","0.439453125","55","true","523","0","5","true"
"524","0.44384765625","55","true","524","0","5","true"
"525","0.451416015625","55","true","525","0","5","true"
"526","0.45849609375","55","true","526","0","5","true"
"527","0.455810546875","55","true","527","0","5","true"
"528","0.453125","55","true","528","0","5","true"
"529","0.449951171875","55","true","529","0","5","true"
"530","0.443115234375","55","true","530","0","5","true"
"531","0.4453125","55","true","531","0","5","true"
"532","0.453857421875","55","true","532","0","5","true"
"533","0.458984375","55","true","533","0","5","true"
"534","0.458251953125","55","true","534","0","5","true"
"535","0.47412109375","55","true","535","0","5","true"
"536","0.465087890625","55","true","536","0","5","true"
"537","0.47021484375","55","true","537","0","5","true"
"538","0.469970703125","55","true","538","0","5","true"
"539","0.477783203125","55","true","539","0","5","true"
"540","0.48193359375","55","true","540","0","5","true"
"541","0.48291015625","55","true","541","0","5","true"
"542","0.492919921875","55","true","542","0","5","true"
"543","0.49169921875","55","true","543","0","5","true"
"544","0.494873046875","55","true","544","0","5","true"
"545","0.506103515625","55","true","545","0","5","true"
"546","0.487548828125","55","true","546","0","5","true"
"547","0.481689453125","55","true","547","0","5","true"
"548","0.49365234375","55","true","548","0","5","true"
"549","0.49658203125","55","true","549","0","5","true"
"550","0.497314453125","55","true","550","0","5","true"
"551","0.49658203125","55","true","551","0","5","true"
"552","0.48828125","55","true","552","0","5","true"
"553","0.491455078125","55","true","553","0","5","true"
"554","0.495849609375","55","true","554","0","5","true"
"555","0.50439453125","55","true","555","0","5","true"
"556","0.503173828125","55","true","556","0","5","true"
"557","0.496337890625","55","true","557","0","5","true"
"558","0.49072265625","55","true","558","0","5","true"
"559","0.48681640625","55","true","559","0","5","true"
"560","0.47705078125","55","true","560","0","5","true"
"561","0.468994140625","55","true","561","0","5","true"
"562","0.45556640625","55","true","562","0","5","true"
"563","0.449951171875","55","true","563","0","5","true"
"564","0.453857421875","55","true","564","0","5","true"
"565","0.44921875","55","true","565","0","5","true"
"566","0.443115234375","55","true","566","0","5","true"
"567","0.442626953125","55","true","567","0","5","true"
"568","0.453857421875","55","true","568","0","5","true"
"569","0.44482421875","55","true","569","0","5","true"
"570","0.441650390625","55","true","570","0","5","true"
"571","0.4443359375","55","true","571","0","5","true"
"572","0.44287109375","55","true","572","0","5","true"
"573","0.447265625","55","true","573","0","5","true"
"574","0.45703125","55","true","574","0","5","true"
"575","0.454345703125","55","true","575","0","5","true"
"576","0.468017578125","55","true","576","0","5","true"
"577","0.464111328125","55","true","577","0","5","true"
