"x0","y0","color","pen down?","x1","y1","color","pen down?"
"478","0.951904296875","55","true","478","0","5","true"
"479","0.95166015625","55","true","479","0","5","true"
"480","0.95068359375","55","true","480","0","5","true"
"481","0.952880859375","55","true","481","0","5","true"
"482","0.954345703125","55","true","482","0","5","true"
"483","0.95458984375","55","true","483","0","5","true"
"484","0.95361328125","55","true","484","0","5","true"
"485","0.95166015625","55","true","485","0","5","true"
"486","0.95849609375","55","true","486","0","5","true"
"487","0.95849609375","55","true","487","0","5","true"
"488","0.95947265625","55","true","488","0","5","true"
"489","0.956787109375","55","true","489","0","5","true"
"490","0.959716796875","55","true","490","0","5","true"
"491","0.95751953125","55","true","491","0","5","true"
"492","0.9560546875","55","true","492","0","5","true"
"493","0.9560546875","55","true","493","0","5","true"
"494","0.95654296875","55","true","494","0","5","true"
"495","0.9599609375","55","true","495","0","5","true"
"496","0.9609375","55","true","496","0","5","true"
"497","0.958984375","55","true","497","0","5","true"
"498","0.955322265625","55","true","498","0","5","true"
"499","0.958740234375","55","true","499","0","5","true"
"500","0.957763671875","55","true","500","0","5","true"
"501","0.958740234375","55","true","501","0","5","true"
"502","0.96142578125","55","true","502","0","5","true"
"503","0.9619140625","55","true","503","0","5","true"
"504","0.961669921875","55","true","504","0","5","true"
"505","0.956298828125","55","true","505","0","5","true"
"506","0.95703125","55","true","506","0","5","true"
"507","0.958984375","55","true","507","0","5","true"
"508","0.957275390625","55","true","508","0","5","true"
"509","0.955810546875","55","true","509","0","5","true"
"510","0.954833984375","55","true","510","0","5","true"
"511","0.952880859375","55","true","511","0","5","true"
"512","0.953857421875","55","true","512","0","5","true"
"513","0.952880859375","55","true","513","0","5","true"
"514","0.953125","55","true","514","0","5","true"
"515","0.951171875","55","true","515","0","5","true"
"516","0.94921875","55","true","516","0","5","true"
"517","0.950927734375","55","true","517","0","5","true"
"518","0.950927734375","55","true","518","0","5","true"
"519","0.949951171875","55","true","519","0","5","true"
"520","0.951416015625","55","true","520","0","5","true"
"521","0.949462890625","55","true","521","0","5","true"
"522","0.95263671875","55","true","522","0","5","true"
"523","0.952880859375","55","true","523","0","5","true"
"524","0.954833984375","55","true","524","0","5","true"
"525","0.96142578125","55","true","525","0","5","true"
"526","0.9619140625","55","true","526","0","5","true"
"527","0.961669921875","55","true","527","0","5","true"
"528","0.95947265625","55","true","528","0","5","true"
"529","0.95751953125","55","true","529","0","5","true"
"530","0.95654296875","55","true","530","0","5","true"
"531","0.958984375","55","true","531","0","5","true"
"532","0.9619140625","55","true","532","0","5","true"
"533","0.9609375","55","true","533","0","5","true"
"534","0.960205078125","55","true","534","0","5","true"
"535","0.960693359375","55","true","535","0","5","true"
"536","0.958740234375","55","true","536","0","5","true"
"537","0.962158203125","55","true","537","0","5","true"
"538","0.96484375","55","true","538","0","5","true"
"539","0.966796875","55","true","539","0","5","true"
"540","0.9619140625","55","true","540","0","5","true"
"541","0.960693359375","55","true","541","0","5","true"
"542","0.962646484375","55","true","542","0","5","true"
"543","0.96240234375","55","true","543","0","5","true"
"544","0.963134765625","55","true","544","0","5","true"
"545","0.9638671875","55","true","545","0","5","true"
"546","0.962890625","55","true","546","0","5","true"
"547","0.96337890625","55","true","547","0","5","true"
"548","0.961181640625","55","true","548","0","5","true"
"549","0.9619140625","55","true","549","0","5","true"
"550","0.963623046875","55","true","550","0","5","true"
"551","0.964599609375","55","true","551","0","5","true"
"552","0.9609375","55","true","552","0","5","true"
"553","0.961669921875","55","true","553","0","5","true"
"554","0.9599609375","55","true","554","0","5","true"
"555","0.957763671875","55","true","555","0","5","true"
"556","0.95849609375","55","true","556","0","5","true"
"557","0.95556640625","55","true","557","0","5","true"
"558","0.957275390625","55","true","558","0","5","true"
"559","0.95654296875","55","true","559","0","5","true"
"560","0.957275390625","55","true","560","0","5","true"
"561","0.959716796875","55","true","561","0","5","true"
"562","0.962646484375","55","true","562","0","5","true"
"563","0.96484375","55","true","563","0","5","true"
"564","0.963623046875","55","true","564","0","5","true"
"565","0.96533203125","55","true","565","0","5","true"
"566","0.962890625","55","true","566","0","5","true"
"567","0.9619140625","55","true","567","0","5","true"
"568","0.96240234375","55","true","568","0","5","true"
"569","0.962158203125","55","true","569","0","5","true"
"570","0.96337890625","55","true","570","0","5","true"
"571","0.9619140625","55","true","571","0","5","true"
"572","0.961181640625","55","true","572","0","5","true"
"573","0.962646484375","55","true","573","0","5","true"
"574","0.96435546875","55","true","574","0","5","true"
"575","0.96240234375","55","true","575","0","5","true"
"576","0.961669921875","55","true","576","0","5","true"
"577","0.96337890625","55","true","577","0","5","true"
"578","0.965087890625","55","true","578","0","5","true"
"579","0.963623046875","55","true","579","0","5","true"
"580","0.964111328125","55","true","580","0","5","true"
"581","0.9599609375","55","true","581","0","5","true"
"582","0.95751953125","55","true","582","0","5","true"
"583","0.954345703125","55","true","583","0","5","true"
"584","0.953369140625","55","true","584","0","5","true"
"585","0.95703125","55","true","585","0","5","true"
"586","0.958740234375","55","true","586","0","5","true"
"587","0.960693359375","55","true","587","0","5","true"
"588","0.966796875","55","true","588","0","5","true"
"589","0.964111328125","55","true","589","0","5","true"
"590","0.964111328125","55","true","590","0","5","true"
"591","0.96484375","55","true","591","0","5","true"
"592","0.964599609375","55","true","592","0","5","true"
"593","0.964111328125","55","true","593","0","5","true"
"594","0.962890625","55","true","594","0","5","true"
"595","0.958740234375","55","true","595","0","5","true"
"596","0.95849609375","55","true","596","0","5","true"
"597","0.96142578125","55","true","597","0","5","true"
"598","0.96337890625","55","true","598","0","5","true"
"599","0.960205078125","55","true","599","0","5","true"
"600","0.95947265625","55","true","600","0","5","true"
"601","0.9609375","55","true","601","0","5","true"
"602","0.9609375","55","true","602","0","5","true"
"603","0.964111328125","55","true","603","0","5","true"
"604","0.967529296875","55","true","604","0","5","true"
"605","0.967529296875","55","true","605","0","5","true"
